Uniprot	GeneName	ProteinName	No. Peptides	k.mean	k.sd	k.mean.cv	k.median	k.mad	k.median.cv	normality
Q9EQW7			1	0.256	NA	NA	0.256	NA	NA	0
Q9R1P4	Psma1	Proteasome subunit alpha type-1 (EC 3.4.25.1) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	5	0.0984	0.027700180504827	0.281505899439299	0.096	0.0400302	0.41698125	0.37543056966186
Q9R1P3	Psmb2	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)	4	0.09325	0.0320455405113827	0.343651908969251	0.106	0.0103782	0.0979075471698113	0.0737322992337934
Q9R1P1	Psmb3	Proteasome subunit beta type-3 (EC 3.4.25.1) (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)	2	0.11	0.00848528137423858	0.0771389215839871	0.11	0.00889560000000001	0.080869090909091	0
Q9R1P0	Psma4	Proteasome subunit alpha type-4 (EC 3.4.25.1) (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L)	2	0.1605	0.0431335136523794	0.268744633348158	0.1605	0.0452193	0.281740186915888	0
Q8K3G9	Appl2	DCC-interacting protein 13-beta (Dip13-beta) (Adapter protein containing PH domain, PTB domain and leucine zipper motif 2)	2	0.258	0.0961665222413705	0.372738458299886	0.258	0.1008168	0.390762790697674	0
Q8VDG5	Ppcs	Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)	2	0.053	0.00707106781186548	0.133416373808783	0.053	0.007413	0.139867924528302	0
P53026			1	0.126	NA	NA	0.126	NA	NA	0
Q9ER72	Cars	Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	1	0.135	NA	NA	0.135	NA	NA	0
Q9WVH9	Fbln5	Fibulin-5 (FIBL-5) (Developmental arteries and neural crest EGF-like protein) (Dance)	3	0.096	0.05339475629685	0.556195378092187	0.11	0.0459606	0.417823636363636	0.562511976021711
Q8R3Q6	Ccdc58	Coiled-coil domain-containing protein 58	2	0.03	0.014142135623731	0.471404520791032	0.03	0.014826	0.4942	0
O89020	Afm	Afamin (Alpha-albumin) (Alpha-Alb)	1	0.318	NA	NA	0.318	NA	NA	0
Q8R3Q2			1	0.121	NA	NA	0.121	NA	NA	0
Q07113	Igf2r	Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222)	1	0.294	NA	NA	0.294	NA	NA	0
O08997	Atox1	Copper transport protein ATOX1 (Metal transport protein ATX1)	4	0.09025	0.0299374347598454	0.331716728640946	0.0945	0.0229803	0.243177777777778	0.741381670104174
Q9WVG6	Carm1	Histone-arginine methyltransferase CARM1 (EC 2.1.1.-) (EC 2.1.1.125) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	1	0.215	NA	NA	0.215	NA	NA	0
Q8BWG8	Arrb1	Beta-arrestin-1 (Arrestin beta-1)	2	0.2025	0.0784888527117068	0.387599272650404	0.2025	0.0822843	0.406342222222222	0
Q9D172	D10Jhu81e	ES1 protein homolog, mitochondrial	2	0.044	0.0014142135623731	0.0321412173266613	0.044	0.0014826	0.0336954545454546	0
P37804	Tagln	Transgelin (Actin-associated protein p27) (Smooth muscle protein 22-alpha) (SM22-alpha)	5	0.0826	0.0125419296760905	0.151839342325551	0.08	0.0103782	0.1297275	0.492869839948329
Q8VDD5	Myh9	Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)	10	0.1899	0.051756803095503	0.272547672962101	0.1795	0.0607866	0.338644011142061	0.749701879828441
Q8BWF0	Aldh5a1	Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)	7	0.0265714285714286	0.00574041644415986	0.216037178006016	0.026	0.0029652	0.114046153846154	0.64324681497195
Q9WVE8	Pacsin2	Protein kinase C and casein kinase substrate in neurons protein 2 (Syndapin-2) (Syndapin-II)	2	0.2925	0.0148492424049175	0.0507666407005727	0.2925	0.0155673	0.0532215384615385	0
Q8K3C3	Lzic	Protein LZIC (Leucine zipper and CTNNBIP1 domain-containing protein) (Leucine zipper and ICAT homologous domain-containing protein)	2	0.079	0.0113137084989848	0.143211499987149	0.079	0.0118608	0.150136708860759	0
Q8VDC1	Fyco1	FYVE and coiled-coil domain-containing protein 1	1	0.738	NA	NA	0.738	NA	NA	0
Q8VDC0	Lars2	Probable leucine--tRNA ligase, mitochondrial (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	5	0.071	0.0256320112359526	0.361014242759896	0.066	0.029652	0.449272727272727	0.934195976903797
Q6NZC7			2	0.1635	0.122329473145273	0.748192496301362	0.1635	0.1282449	0.78437247706422	0
P54797			3	0.100666666666667	0.0342685472895093	0.340416032677244	0.109	0.0311346	0.285638532110092	0.594753893223979
Q9D154	Serpinb1a	Leukocyte elastase inhibitor A (Serine protease inhibitor EIA) (Serpin B1a)	1	0.041	NA	NA	0.041	NA	NA	0
Q3TLP5	Echdc2	Enoyl-CoA hydratase domain-containing protein 2, mitochondrial	1	0.045	NA	NA	0.045	NA	NA	0
Q9EQQ9	Mgea5	Protein O-GlcNAcase (OGA) (EC 3.2.1.169) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase) (Bifunctional protein NCOAT) (Meningioma-expressed antigen 5) (N-acetyl-beta-D-glucosaminidase) (EC 3.2.1.52) (N-acetyl-beta-glucosaminidase)	1	0.518	NA	NA	0.518	NA	NA	0
Q61879	Myh10	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	1	0.102	NA	NA	0.102	NA	NA	0
Q9D0S9	Hint2	Histidine triad nucleotide-binding protein 2, mitochondrial (HINT-2) (EC 3.-.-.-) (HINT-3)	9	0.042	0.0129228479833201	0.307686856745716	0.041	0.014826	0.361609756097561	0.907242053175525
Q8K3A0	Hscb	Iron-sulfur cluster co-chaperone protein HscB, mitochondrial (Hsc20)	1	0.112	NA	NA	0.112	NA	NA	0
P56959	Fus	RNA-binding protein FUS (Protein pigpen)	1	0.303	NA	NA	0.303	NA	NA	0
P84104	Srsf3	Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Protein X16) (Splicing factor, arginine/serine-rich 3)	1	0.076	NA	NA	0.076	NA	NA	0
Q9EQP2	Ehd4	EH domain-containing protein 4 (PAST homolog 2) (mPAST2)	6	0.195	0.0443170396123207	0.227266869806773	0.1785	0.0252042	0.1412	0.155677094603862
P54775	Psmc4	26S protease regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (CIP21) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7)	9	0.130666666666667	0.0342308340535255	0.261970668776981	0.132	0.0415128	0.314490909090909	0.757723196173517
P31230			6	0.141833333333333	0.0547920310507529	0.386312792367235	0.1465	0.0607866	0.414925597269624	0.894603488042584
Q9D0R2	Tars	Threonine--tRNA ligase, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	4	0.15475	0.0314258386257763	0.20307488611164	0.149	0.0214977	0.144279865771812	0.605137742850466
P19157	Gstp1	Glutathione S-transferase P 1 (Gst P1) (EC 2.5.1.18) (GST YF-YF) (GST class-pi) (GST-piB) (Preadipocyte growth factor)	3	0.061	0.00529150262212918	0.0867459446250686	0.059	0.00296519999999999	0.0502576271186439	0.363113154971024
Q9ER00	Stx12	Syntaxin-12	3	0.152666666666667	0.0873861163648628	0.572398142127922	0.197	0.0177912	0.090310659898477	0.13123570645275
P01898	H2-Q10	H-2 class I histocompatibility antigen, Q10 alpha chain	1	1.499	NA	NA	1.499	NA	NA	0
P97855	G3bp1	Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (GAP SH3 domain-binding protein 1) (HDH-VIII)	1	0.1	NA	NA	0.1	NA	NA	0
Q9WVA4	Tagln2	Transgelin-2 (SM22-beta)	5	0.1136	0.0254715527598928	0.224221415139901	0.115	0.0355824	0.309412173913044	0.298689595760035
O88587	Comt	Catechol O-methyltransferase (EC 2.1.1.6)	4	0.224	0.0189208879284245	0.0844682496804665	0.232	0.0051891	0.0223668103448276	0.0435910963541015
Q08857	Cd36	Platelet glycoprotein 4 (Glycoprotein IIIb) (GPIIIB) (PAS IV) (PAS-4) (Platelet glycoprotein IV) (GPIV) (CD antigen CD36)	6	0.1515	0.059601174485072	0.393407092310706	0.162	0.0711648	0.439288888888889	0.780580737172804
P50396	Gdi1	Rab GDP dissociation inhibitor alpha (Rab GDI alpha) (Guanosine diphosphate dissociation inhibitor 1) (GDI-1)	2	0.0885	0.000707106781186548	0.00798990713205139	0.0885	0.000741300000000001	0.00837627118644069	0
Q61838	A2m	Alpha-2-macroglobulin (Alpha-2-M) (Pregnancy zone protein) [Cleaved into: Alpha-2-macroglobulin 165 kDa subunit; Alpha-2-macroglobulin 35 kDa subunit]	24	0.375875	0.0943445639087406	0.250999837469213	0.4015	0.0822843	0.204942216687422	0.679925448499004
Q91X72	Hpx	Hemopexin	11	0.626818181818182	0.282165135401884	0.450154675768053	0.618	0.333585	0.539781553398058	0.75839179460573
Q61830	Mrc1	Macrophage mannose receptor 1 (MMR) (CD antigen CD206)	1	0.472	NA	NA	0.472	NA	NA	0
P01872			5	0.3574	0.183707103836515	0.514009803683589	0.31	0.1363992	0.439997419354839	0.357746919553918
O08917	Flot1	Flotillin-1	2	0.1295	0.0233345237791561	0.180189372812016	0.1295	0.0244629	0.188902702702703	0
O08915	Aip	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein)	2	0.4515	0.0473761543394987	0.104930574395346	0.4515	0.0496671	0.110004651162791	0
O88569	Hnrnpa2b1	Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)	7	0.192857142857143	0.117856450214415	0.6111075196303	0.188	0.133434	0.709755319148936	0.652317846735201
P19123	Tnnc1	Troponin C, slow skeletal and cardiac muscles (TN-C)	4	0.0765	0.0115036226178249	0.150374151866993	0.0765	0.0140847	0.184113725490196	0.669892419603724
Q91WU5	As3mt	Arsenite methyltransferase (EC 2.1.1.137) (Methylarsonite methyltransferase) (S-adenosyl-L-methionine:arsenic(III) methyltransferase)	3	0.102333333333333	0.0490543915805031	0.479358875379509	0.105	0.066717	0.6354	0.910053678865802
P62334	Psmc6	26S protease regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6) (Proteasome subunit p42)	8	0.16825	0.058301555970415	0.346517420329361	0.169	0.037065	0.219319526627219	0.142736850879806
Q61823	Pdcd4	Programmed cell death protein 4 (Protein MA-3) (Topoisomerase-inhibitor suppressed protein)	1	0.266	NA	NA	0.266	NA	NA	0
P01867			4	0.0775	0.00443471156521669	0.0572220847124735	0.076	0.0014826	0.0195078947368421	0.103233291781408
P54731	Faf1	FAS-associated factor 1	1	0.169	NA	NA	0.169	NA	NA	0
P97823	Lypla1	Acyl-protein thioesterase 1 (APT-1) (EC 3.1.2.-) (Lysophospholipase 1) (Lysophospholipase I) (LPL-I) (LysoPLA I)	2	0.063	0.0014142135623731	0.0224478343233825	0.063	0.0014826	0.0235333333333334	0
P97822	Anp32e	Acidic leucine-rich nuclear phosphoprotein 32 family member E (Cerebellar postnatal development protein 1) (LANP-like protein) (LANP-L)	2	0.4725	0.195868578388674	0.414536673838463	0.4725	0.2053401	0.434582222222222	0
P97821	Ctsc	Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]	2	0.218	0.0707106781186548	0.324360908801169	0.218	0.07413	0.340045871559633	0
O35685	Nudc	Nuclear migration protein nudC (Nuclear distribution protein C homolog) (Silica-induced gene 92 protein) (SIG-92)	2	0.223	0.0197989898732233	0.0887847079516741	0.223	0.0207564	0.0930780269058296	0
O35682	Myadm	Myeloid-associated differentiation marker (Myeloid up-regulated protein)	1	0.061	NA	NA	0.061	NA	NA	0
Q9EQK5			9	0.185888888888889	0.0512772962539086	0.275849172914033	0.192	0.0681996	0.35520625	0.141870018350494
O55234	Psmb5	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit X)	4	0.111	0.0107393357957247	0.0967507729344565	0.1155	0.00222389999999999	0.0192545454545454	0.0292453134148348
P62320	Snrpd3	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	2	0.1355	0.0134350288425444	0.0991515043730214	0.1355	0.0140847	0.103946125461255	0
Q9D0M5	Dynll2	Dynein light chain 2, cytoplasmic (8 kDa dynein light chain b) (DLC8) (DLC8b) (Dynein light chain LC8-type 2)	1	0.12	NA	NA	0.12	NA	NA	0
Q9D0M3	Cyc1	Cytochrome c1, heme protein, mitochondrial (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	7	0.0327142857142857	0.007134757312254	0.218093018278506	0.03	0.0044478	0.14826	0.195739659783554
Q1XH17	Trim72	Tripartite motif-containing protein 72 (Mitsugumin-53) (Mg53)	13	0.113076923076923	0.0338759047565806	0.299582831180645	0.118	0.0252042	0.213594915254237	0.88833452483671
Q8R3F5	Mcat	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial (MCT) (EC 2.3.1.39) (Mitochondrial malonyltransferase) ([Acyl-carrier-protein] malonyltransferase)	2	0.0825	0.00777817459305202	0.0942809041582063	0.0825	0.0081543	0.09884	0
O35678	Mgll	Monoglyceride lipase (MGL) (EC 3.1.1.23) (Monoacylglycerol lipase) (MAGL)	1	0.169	NA	NA	0.169	NA	NA	0
O88545	Cops6	COP9 signalosome complex subunit 6 (SGN6) (Signalosome subunit 6) (JAB1-containing signalosome subunit 6)	3	0.258666666666667	0.206780882417436	0.799410627902457	0.152	0.037065	0.243848684210526	0.115522310275967
O88544	Cops4	COP9 signalosome complex subunit 4 (SGN4) (Signalosome subunit 4) (JAB1-containing signalosome subunit 4)	6	0.133833333333333	0.0173599155143874	0.129712942822321	0.1275	0.0133434	0.104654117647059	0.124679003507027
P62317	Snrpd2	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	1	0.101	NA	NA	0.101	NA	NA	0
O55229	Chkb	Choline/ethanolamine kinase (Choline kinase beta) (CK) (CKB) (EC 2.7.1.32) (Ethanolamine kinase) (EK) (EC 2.7.1.82) (choline/ethanolamine kinase beta) (CKEKB)	2	0.113	0.00565685424949239	0.0500606570751538	0.113	0.0059304	0.0524814159292036	0
P62315	Snrpd1	Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1)	1	0.091	NA	NA	0.091	NA	NA	0
P62313	Lsm6	U6 snRNA-associated Sm-like protein LSm6	1	0.077	NA	NA	0.077	NA	NA	0
Q91WS0	Cisd1	CDGSH iron-sulfur domain-containing protein 1 (MitoNEET)	2	0.032	0	0	0.032	0	0	0
Q9D0L8	Rnmt	mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7)-)-methyltransferase) (mRNA cap methyltransferase)	1	0.246	NA	NA	0.246	NA	NA	0
Q9D0L7	Armc10	Armadillo repeat-containing protein 10	1	0.079	NA	NA	0.079	NA	NA	0
P97807	Fh	Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2) (EF-3)	15	0.0357333333333333	0.0089798716715828	0.251302378868922	0.034	0.007413	0.218029411764706	0.886915404213341
Q8R3E3	Wipi1	WD repeat domain phosphoinositide-interacting protein 1 (WIPI-1) (WD40 repeat protein interacting with phosphoinositides of 49 kDa) (WIPI 49 kDa)	2	0.307	0.0989949493661167	0.322459118456406	0.307	0.103782	0.338052117263844	0
Q7M6Y3	Picalm	Phosphatidylinositol-binding clathrin assembly protein (Clathrin assembly lymphoid myeloid leukemia) (CALM)	2	0.232	0.0509116882454314	0.219446932092377	0.232	0.0533736	0.230058620689655	0
O88531	Ppt1	Palmitoyl-protein thioesterase 1 (PPT-1) (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	1	0.098	NA	NA	0.098	NA	NA	0
P62301	Rps13	40S ribosomal protein S13	4	0.1005	0.0298607881119482	0.297122269770629	0.103	0.0340998	0.331066019417476	0.173441310687945
Q9D0K2	Oxct1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial (EC 2.8.3.5) (3-oxoacid CoA-transferase 1) (Somatic-type succinyl-CoA:3-oxoacid CoA-transferase) (SCOT-s)	6	0.108166666666667	0.115072875460148	1.06384784708919	0.064	0.0244629	0.3822328125	0.000852677959280721
P60122	Ruvbl1	RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (DNA helicase p50) (Pontin 52) (TIP49a)	1	0.201	NA	NA	0.201	NA	NA	0
P01831	Thy1	Thy-1 membrane glycoprotein (Thy-1 antigen) (CD antigen CD90)	1	0.083	NA	NA	0.083	NA	NA	0
Q04447	Ckb	Creatine kinase B-type (EC 2.7.3.2) (B-CK) (Creatine kinase B chain)	9	0.0865555555555556	0.0224003968218819	0.258797909367057	0.096	0.0103782	0.10810625	0.0982904219857715
Q9WUZ7	Sh3bgr	SH3 domain-binding glutamic acid-rich protein (SH3BGR protein)	4	0.15	0.0147196014438797	0.0981306762925316	0.1475	0.0140847	0.0954894915254238	0.411444214797675
O35658			4	0.0345	0.0062449979983984	0.181014434736185	0.035	0.0066717	0.19062	0.803536073414725
Q8BVZ1	Plin5	Perilipin-5 (Lipid droplet-associated protein PAT-1) (Lipid storage droplet protein 5) (Myocardial LD protein)	3	0.427666666666667	0.131682699445802	0.307909663552147	0.448	0.14826	0.3309375	0.743837945811567
Q91WQ3	Yars	Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]	1	0.153	NA	NA	0.153	NA	NA	0
Q9EQH3	Vps35	Vacuolar protein sorting-associated protein 35 (Maternal-embryonic 3) (Vesicle protein sorting 35)	14	0.0987857142857143	0.0215019804863451	0.217662853802481	0.098	0.0237216	0.242057142857143	0.92138619034215
Q9EQH2	Erap1	Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (VEGF-induced aminopeptidase)	3	0.148666666666667	0.042453896562428	0.285564326653103	0.159	0.0385476	0.242437735849057	0.594374929616563
Q8VCW8	Acsf2	Acyl-CoA synthetase family member 2, mitochondrial (EC 6.2.1.-)	4	0.06375	0.0302365672654817	0.474299094360497	0.0585	0.022239	0.380153846153846	0.701013416687847
Q02257	Jup	Junction plakoglobin (Desmoplakin III) (Desmoplakin-3)	2	0.371	0.366281312654632	0.987281166184991	0.371	0.3839934	1.03502264150943	0
P48036	Anxa5	Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CBP-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha)	10	0.09	0.0129099444873581	0.143443827637312	0.0905	0.0155673	0.172014364640884	0.77626510821035
O35643	Ap1b1	AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit)	2	0.111	0	0	0.111	0	0	0
Q9D0I9	Rars	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	7	0.101428571428571	0.018237846572966	0.179809754944735	0.104	0.0237216	0.228092307692308	0.655185037056374
P52503	Ndufs6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)	4	0.06325	0.00713559154286921	0.112815676567102	0.0615	0.0051891	0.0843756097560975	0.514059705408085
Q9WV98	Timm9	Mitochondrial import inner membrane translocase subunit Tim9	1	0.081	NA	NA	0.081	NA	NA	0
P28474	Adh5	Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase 2) (Alcohol dehydrogenase 5) (Alcohol dehydrogenase B2) (ADH-B2) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)	10	0.0642	0.0117170341336402	0.182508319838632	0.0665	0.0081543	0.122621052631579	0.764828790931432
O35639	Anxa3	Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)	6	0.091	0.0210807969488822	0.231657109328376	0.09	0.022239	0.2471	0.822012925551191
P48025	Syk	Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase)	1	0.245	NA	NA	0.245	NA	NA	0
Q8K370	Acad10	Acyl-CoA dehydrogenase family member 10 (ACAD-10) (EC 1.3.99.-)	10	0.0369	0.00690330033792211	0.187081309970789	0.0365	0.0051891	0.142167123287671	0.415806031782706
Q8R3B1	Plcd1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-delta-1) (Phospholipase C-delta-1) (PLC-delta-1)	4	0.0975	0.0264007575648882	0.27077700066552	0.11	0.0029652	0.0269563636363637	0.00712974237307269
Q8C7X2	Emc1	ER membrane protein complex subunit 1	1	0.107	NA	NA	0.107	NA	NA	0
Q7TQ48	Srl	Sarcalumenin	21	0.03	0.0124979998399744	0.416599994665813	0.029	0.0088956	0.306744827586207	0.426434373666252
Q8VD62	Bles03	UPF0696 protein C11orf68 homolog (Basophilic leukemia-expressed protein Bles03) (Protein WF-3)	4	0.20225	0.0512599583820874	0.253448496326761	0.2045	0.0607866	0.297244987775061	0.40666461639372
Q9WV80	Snx1	Sorting nexin-1	1	0.195	NA	NA	0.195	NA	NA	0
Q7TPR4	Actn1	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	3	0.0906666666666667	0.0525388744962559	0.579472880473411	0.082	0.0578214	0.705139024390244	0.726226309942056
Q8VCT4	Ces1d	Carboxylesterase 1D (Carboxylesterase 3) (EC 3.1.1.1) (EC 3.1.1.67) (Fatty acid ethyl ester synthase) (FAEE synthase) (Triacylglycerol hydrolase) (TGH)	8	0.226	0.241266302187911	1.06755000968102	0.166	0.0496671	0.299199397590361	5.8963395665447e-05
Q8VCT3	Rnpep	Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase) (Cytosol aminopeptidase IV)	6	0.0768333333333333	0.0142185325074941	0.185056822223351	0.0755	0.0081543	0.108003973509934	0.746130916757473
Q8K354	Cbr3	Carbonyl reductase [NADPH] 3 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase 3)	1	0.083	NA	NA	0.083	NA	NA	0
Q8C878	Uba3	NEDD8-activating enzyme E1 catalytic subunit (EC 6.3.2.-) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3)	1	0.121	NA	NA	0.121	NA	NA	0
P42703	Lifr	Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (D-factor/LIF receptor) (CD antigen CD118)	3	0.531333333333333	0.537219073873344	1.01107730340027	0.469	0.6538266	1.39408656716418	0.807764091272623
Q8BW75	Maob	Amine oxidase [flavin-containing] B (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B)	8	0.044625	0.0138866585510801	0.311185625794512	0.046	0.0103782	0.225613043478261	0.729766863007088
Q91WM2	Cecr5	Cat eye syndrome critical region protein 5 homolog	3	0.044	0.00519615242270663	0.118094373243333	0.047	0	0	0
Q9D0F9	Pgm1	Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1) (Phosphoglucomutase-2)	15	0.0532	0.00699183196921338	0.131425412955139	0.054	0.0059304	0.109822222222222	0.634834933973801
P32921	Wars	Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS) [Cleaved into: T1-TrpRS; T2-TrpRS]	10	0.3266	0.674694861070955	2.06581402654916	0.1085	0.0244629	0.225464516129032	2.93735012798237e-07
Q6P5F9	Xpo1	Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog)	4	0.09075	0.0602736813764239	0.664172797536351	0.069	0.0237216	0.343791304347826	0.137833214806268
O35609	Scamp3	Secretory carrier-associated membrane protein 3 (Secretory carrier membrane protein 3)	2	0.187	0.0311126983722081	0.166378066161541	0.187	0.0326172	0.174423529411765	0
Q9WV60	Gsk3b	Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1)	1	0.164	NA	NA	0.164	NA	NA	0
P26262	Klkb1	Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]	1	0.594	NA	NA	0.594	NA	NA	0
Q9D0E1	Hnrnpm	Heterogeneous nuclear ribonucleoprotein M (hnRNP M)	1	0.162	NA	NA	0.162	NA	NA	0
Q8VCR7			2	0.0595	0.00212132034355964	0.0356524427489015	0.0595	0.0022239	0.0373764705882352	0
Q9WV55	Vapa	Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33)	6	0.1085	0.0275299836541906	0.253732568241388	0.1055	0.0266868	0.252955450236967	0.712451833152012
Q6P5E4	Uggt1	UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)	2	0.198	0.05939696961967	0.299984695048838	0.198	0.0622692	0.314490909090909	0
